dataset,Metric,test metric,mlflow_run_name,mlflow_run_id,mlflow_run_status,Seed,experiment_id,experiment_name,index,batch_size,lr,decoder,backbone,early_stop_patience,n_trials,partition_name,data_percentages,batch_size_selection,weight_decay,partition name,frozen_or_full_ft
treesatai,Multilabel_F1_Score,0.56619793176651,treesatai_205,514579a0cb4547bfba8e12a862141747,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0003734791062824,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5692794322967529,treesatai_2007,8fd6e4a16794471f9ef0969e5fa534ef,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0003734791062824,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5823069214820862,treesatai_1829,97191ec68050405cafc05a4e6f9a0541,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0003734791062824,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5740950703620911,treesatai_913,dcf1d5274f0e473e85f2462716db9862,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0003734791062824,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5883854031562805,treesatai_2254,fda6f39f3e404c61a2c109d07739d428,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0003734791062824,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6852660179138184,cloudsen12_1829,013de86c71864a7ebddf2dfc99627927,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001445329507152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6841198205947876,cloudsen12_205,13641beeb06a46da847596d7bfe32a7c,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001445329507152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6817224621772766,cloudsen12_2007,29a2a2686df74c0f9cd0e740f3ac8fbd,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001445329507152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.681662380695343,cloudsen12_2254,438bfa2d9a0f4d4aa2e9538809b47026,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001445329507152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6733182072639465,cloudsen12_913,b09d53c27e984bf596b0586201cef499,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001445329507152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3127410113811493,dynamic_earthnet_1829,38d2acebd6eb4fa7a0afda97bdac7cf1,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001936512091874,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3490039110183716,dynamic_earthnet_913,80cca18355aa4b56a80f149c18561cbe,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001936512091874,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.2429936826229095,dynamic_earthnet_2007,c0f0e70753984c228606118d152ef427,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001936512091874,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3176325261592865,dynamic_earthnet_2254,cf0ca5347d0f4fb589739d9115a68472,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001936512091874,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.250240296125412,dynamic_earthnet_205,f2b3e663dc644882a3e64af42f4bc7ee,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0001936512091874,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5276938676834106,forestnet_205,15a4732bd315451a8702d5188e2c9c40,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0009838891736505,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5055387616157532,forestnet_2007,582888c2b20d4c60b1673e428bdd8b30,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0009838891736505,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.4984894394874573,forestnet_1829,722479d390dd425b9343bec3d23d1520,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0009838891736505,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5276938676834106,forestnet_913,c3dba4b5887748fcb4fffe4f99094277,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0009838891736505,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5196374654769897,forestnet_2254,e3027d7f9aaa4090bfeb022ad6f8cab5,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.0009838891736505,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.859755277633667,spacenet2_2254,206e1fef66f74cd49cae565bedc2f5f9,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001870484220152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8598898649215698,spacenet2_2007,5b3dd677aaa54d0492d71cd5267960f1,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001870484220152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8589186668395996,spacenet2_913,8799156098db4e2ca915eb94ecd94ceb,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001870484220152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8600010871887207,spacenet2_1829,a3f5d7935b89465d8725331044df4e84,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001870484220152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8573155403137207,spacenet2_205,ebb71c9dd2b6448eb59f44b15e6486d6,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001870484220152,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5730218291282654,fotw_2254,13e6c05ed62f451dbfdb51b7ea56b7d7,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.000626939240663,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5703427791595459,fotw_2007,173c34e388294cc4b0736a541f71870c,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.000626939240663,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5780497789382935,fotw_1829,c6032c592203453f8bcb0a5906503938,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.000626939240663,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.574809193611145,fotw_913,d2e567dc9510435698e211f64e8543ff,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.000626939240663,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5733775496482849,fotw_205,fa7d735541314e78b291a804bdd41bce,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.000626939240663,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6251977682113647,caffe_205,5bfb3b6398af4124a81f611f091b9f96,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,5.164784554528008e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.596370279788971,caffe_913,68f1648bb5c441fba71b03759f971555,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,5.164784554528008e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6287645697593689,caffe_2007,8516de303cd343d2a813727f6bf9b369,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,5.164784554528008e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6212416887283325,caffe_2254,b0220dcbe29e4e379737eeea35114676,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,5.164784554528008e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.5879520177841187,caffe_1829,c4eb248a755e4f76828b0c403830b8e0,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,5.164784554528008e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8907573819160461,burn_scars_913,193edd97c755458dac48a7c8766d831d,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001046557948502,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8881931304931641,burn_scars_2007,39b83a7ec2d04a509e7b706f993b82f7,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001046557948502,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8826205134391785,burn_scars_205,3aeb45e451bd464bb89e69e556f18c62,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001046557948502,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8777817487716675,burn_scars_1829,b7367646f11943e2a384fb656a604674,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001046557948502,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8754627704620361,burn_scars_2254,fa5fdbfa6e204835b330f7df21e618b2,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001046557948502,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.2519591152667999,pastis_1829,249a3966203c4c00a3b32d4a66ffcf39,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0003363730590949,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.2601540684700012,pastis_913,5610da361f41413b8bf773e03697d848,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0003363730590949,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.2799434065818786,pastis_205,62ae5eec8fec460b971e643080df4f9b,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0003363730590949,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.2669618725776672,pastis_2254,9f4b349224ad420ba70252c2810f9dab,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0003363730590949,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.2627913951873779,pastis_2007,cdde27d844e645d7897b96358bc350c4,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0003363730590949,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7297136783599854,benv2_2007,189b90a8995d4ff4ac75072f39e5b39d,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001238728751599,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7262900471687317,benv2_2254,18def3dda6a84b4193affff95aac56ee,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001238728751599,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7308781743049622,benv2_913,4c59af86d9a845ada5030a0602833dc0,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001238728751599,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7249230742454529,benv2_1829,7c9909a27fda453d98a06417f2ef3d27,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001238728751599,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7312120795249939,benv2_205,e484cebbb94f4a8ca23c037450ffdc07,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001238728751599,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.3562386333942413,kuro_siwo_mean_2007,4eb9dbd2598546c583e41361a2bb80bc,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,6.177786049088195e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6154839992523193,kuro_siwo_mean_1829,75badd50865a4af6a243df522aae863f,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,6.177786049088195e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.486732006072998,kuro_siwo_mean_2254,797e0e508b4d46499efaff73a05752fd,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,6.177786049088195e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.4889824390411377,kuro_siwo_mean_205,c1df33d7cf9f42229e9d28c149eb01c8,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,6.177786049088195e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.4867851734161377,kuro_siwo_mean_913,d0cbcb17bad648ffa8e37294a273d9c6,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,6.177786049088195e-05,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5897941589355469,spacenet7_1829,13483ae6cb274421bfd4a9e9a0e6c2bb,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.000684455991087,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5961729288101196,spacenet7_205,1f403fe84985469f913b46d0ac7f1989,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.000684455991087,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5937721729278564,spacenet7_2007,b5ececeb10e14c0eb799e693c5f0978f,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.000684455991087,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.578456461429596,spacenet7_2254,f75f844dbed243c4938bebf667df9e6a,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.000684455991087,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5924050807952881,spacenet7_913,fb1516bf8eec41b38db80e4f1a5758f8,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,8,0.000684455991087,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4585274457931518,flair2_1829,007193316c044231b68998fc89569720,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001600622603866,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4593889117240906,flair2_2254,72ad83e44eb14a92ab107bd18ee54490,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001600622603866,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4359045624732971,flair2_205,77c78546d8bc4b4e8fb64950e9c438b6,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001600622603866,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4553884267807007,flair2_2007,e064391ff3fd4c24989a97e3adc26e00,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001600622603866,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4601726233959198,flair2_913,e7e29bf0efd64882a4cb86bfabd5ae62,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001600622603866,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9486777234028972,biomassters_2406,1f9ad98460be4c81b9fee198dcf8eb20,FINISHED,2406,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001452868794648,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9493675086836552,biomassters_913,2551395507614524a7be4c94c09ce739,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001452868794648,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9491455864161455,biomassters_2254,6fe0588dc63b46489bfba61f70968939,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001452868794648,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9486901278444956,biomassters_205,9e3b861238d34c0c8d2adb456ce49b04,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001452868794648,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9491578055474884,biomassters_263,a537130f6f9e4c9bb942066037efbf16,FINISHED,263,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,16,0.0001452868794648,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5973630547523499,so2sat_205,5bafafecb3c041bfb105bdeccc809ae4,FINISHED,205,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001101558990118,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5902636647224426,so2sat_1829,6e3234fb8cbb4bf58767131cbd4745f5,FINISHED,1829,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001101558990118,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5780932903289795,so2sat_2254,9252bfcdb7ed4330a2e984379839963f,FINISHED,2254,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001101558990118,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5882353186607361,so2sat_913,9897a2380e0f4f569e8f899571c9ce26,FINISHED,913,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001101558990118,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5578093528747559,so2sat_2007,9ce673b72c0745a4a2b15263e0185f96,FINISHED,2007,775284793786667309,final_main_satlas_resnet50_sentinel2_si_ms_satlas,0,32,0.0001101558990118,UNet,satlas_resnet50_sentinel2_si_ms_satlas,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5864880084991455,treesatai_2254,6b9687c224074c91944c6b40b308cc6e,FINISHED,2254,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,32,1.452999310099754e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5774754285812378,treesatai_1829,80667cf59c5c45cfb0604d1df0b29466,FINISHED,1829,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,32,1.452999310099754e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6026356816291809,treesatai_913,aa02913519ba406c99f041099011748a,FINISHED,913,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,32,1.452999310099754e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.589246392250061,treesatai_205,b22c813f7e5b493e9be3e29ba90e6c97,FINISHED,205,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,32,1.452999310099754e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.5806766152381897,treesatai_2007,d6a881241cf04d1599549dc241a030aa,FINISHED,2007,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,32,1.452999310099754e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6161388754844666,cloudsen12_205,9d14a4aa51b3428c9d090650d1b70318,FINISHED,205,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,16,4.212912055402924e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6183545589447021,cloudsen12_2007,9d30b9bb2e2e451abb80adf7cd78abc3,FINISHED,2007,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,16,4.212912055402924e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.621173620223999,cloudsen12_913,bfe03d11606341db834949b7d63d18bb,FINISHED,913,972641613907098605,final_main_prithvi_eo_v2_300_tl,0,16,4.212912055402924e-05,UNet,prithvi_eo_v2_300_tl,10.0,16,default,100,HPO,0.01,100%,full_ft
